corridor,locality,bhk,sqft,bathrooms,floor,parking,gym,swimming_pool,garden,security,clubhouse,amenities_score,price_lakhs
dehu_solapur,Baner,2,871,1,17,0,1,0,0,1,0,2,63.84
kolhapur_nashik,Bhosari,3,1829,3,12,1,0,1,0,1,1,4,128.9
dehu_solapur,Kiwale,1,467,1,20,1,1,1,0,1,1,5,36.32
kolhapur_nashik,Chakan,2,881,2,23,0,0,0,0,0,1,1,48.86
kolhapur_nashik,Khed Shivapur,2,1119,2,1,1,1,1,0,0,0,3,71.48
dehu_solapur,Loni Kalbhor,3,1254,2,7,1,0,1,0,1,1,4,61.6
dehu_solapur,Wakad,2,823,1,25,0,1,1,1,1,1,5,79.71
dehu_solapur,Kiwale,2,1003,2,18,1,1,1,1,0,1,5,75.37
kolhapur_nashik,Alandi,3,1603,2,5,1,1,0,0,1,0,3,73.84
dehu_solapur,Baner,3,1571,2,7,1,0,0,1,1,0,3,126.03
kolhapur_nashik,Sinhagad Road,4,2344,4,9,0,0,0,1,0,1,2,222.43
kolhapur_nashik,Alandi,3,1550,3,3,1,1,0,0,0,1,3,103.14
dehu_solapur,Hadapsar,2,922,2,22,0,0,1,1,1,0,3,77.27
dehu_solapur,Ravet,2,1055,2,12,0,0,1,1,0,0,2,73.01
dehu_solapur,Baner,2,841,2,21,1,0,0,0,0,0,1,94.71
kolhapur_nashik,Balewadi,2,853,1,17,1,0,0,0,1,1,3,92.73
kolhapur_nashik,Bhosari,4,2127,3,21,1,0,0,1,1,0,3,102.02
dehu_solapur,Loni Kalbhor,3,1100,2,0,1,1,0,0,1,1,4,57.32
dehu_solapur,Wakad,3,1674,2,12,1,0,0,1,1,1,4,135.26
dehu_solapur,Loni Kalbhor,3,1375,2,16,1,0,1,0,1,1,4,86.86
dehu_solapur,Manjri,2,951,1,3,0,1,1,1,0,1,4,54.77
dehu_solapur,Uruli Kanchan,4,2181,3,18,0,1,0,1,1,0,3,124.27
dehu_solapur,Ravet,1,426,1,12,1,1,1,1,1,1,6,32.64
kolhapur_nashik,Hinjewadi,3,1373,2,12,0,0,1,1,1,1,4,130.97
kolhapur_nashik,Sinhagad Road,3,1100,3,19,0,0,0,0,1,0,1,105.0
dehu_solapur,Loni Kalbhor,2,856,2,18,1,1,0,1,0,0,3,50.29
kolhapur_nashik,Chakan,3,1600,2,1,1,1,0,0,1,1,4,75.8
dehu_solapur,Kiwale,3,1208,3,20,0,1,1,1,0,1,4,77.19
dehu_solapur,Kiwale,3,1100,2,23,1,1,0,1,0,1,4,77.87
dehu_solapur,Baner,2,852,1,11,1,1,1,1,1,1,6,82.2
kolhapur_nashik,Bhosari,3,1487,2,5,1,0,1,0,1,0,3,98.01
dehu_solapur,Wakad,3,1572,3,3,0,1,1,1,0,1,4,137.11
dehu_solapur,Uruli Kanchan,1,463,1,12,1,0,0,1,1,0,3,23.01
dehu_solapur,Kiwale,2,1026,2,15,0,0,1,0,1,1,3,68.92
kolhapur_nashik,Chakan,2,739,1,15,1,1,1,0,1,1,5,37.41
kolhapur_nashik,Moshi,1,519,1,8,0,0,1,1,1,1,4,31.64
kolhapur_nashik,Chakan,2,875,1,8,0,1,1,1,1,1,5,50.13
dehu_solapur,Loni Kalbhor,2,944,2,15,0,0,1,0,1,1,3,49.89
dehu_solapur,Loni Kalbhor,1,557,1,18,0,1,1,0,1,0,3,40.09
kolhapur_nashik,Moshi,3,1321,3,23,0,1,0,0,1,0,2,62.82
kolhapur_nashik,Bhosari,2,966,2,10,1,0,1,1,0,1,4,62.74
dehu_solapur,Loni Kalbhor,3,1521,2,15,1,1,0,0,0,1,3,91.12
kolhapur_nashik,Chakan,3,1659,2,17,1,1,1,1,1,1,6,106.95
kolhapur_nashik,Moshi,3,1470,2,6,1,0,0,0,1,0,2,84.6
dehu_solapur,Kiwale,3,1264,2,16,1,0,0,0,1,1,3,90.63
kolhapur_nashik,Balewadi,1,542,1,9,0,1,0,0,0,0,1,64.96
dehu_solapur,Uruli Kanchan,3,1445,2,7,0,0,0,1,0,1,2,73.35
kolhapur_nashik,Balewadi,2,989,1,14,0,1,1,1,0,1,4,100.77
dehu_solapur,Loni Kalbhor,2,857,2,8,1,1,1,1,1,1,6,56.82
dehu_solapur,Manjri,1,593,1,23,1,1,0,1,1,0,4,32.73
dehu_solapur,Ravet,2,841,2,0,1,0,1,0,1,0,3,69.49
dehu_solapur,Wakad,2,889,2,11,0,1,1,0,0,0,2,92.05
kolhapur_nashik,Chakan,4,1768,3,20,1,0,1,1,0,0,3,88.12
dehu_solapur,Uruli Kanchan,1,444,1,10,0,1,0,0,0,0,1,22.18
dehu_solapur,Dehu Road,2,975,2,14,0,0,1,1,1,0,3,58.37
kolhapur_nashik,Sinhagad Road,3,1619,2,22,1,0,1,1,0,1,4,149.3
dehu_solapur,Loni Kalbhor,1,671,1,10,1,0,0,1,0,0,2,39.08
dehu_solapur,Ravet,3,1599,2,7,1,0,1,1,0,1,4,133.62
kolhapur_nashik,Hinjewadi,1,511,1,8,1,0,0,1,0,0,2,51.48
kolhapur_nashik,Chakan,2,1185,2,11,0,0,1,1,1,1,4,55.59
dehu_solapur,Uruli Kanchan,1,570,1,15,0,1,1,0,0,0,2,25.29
dehu_solapur,Kiwale,3,1504,2,8,0,0,1,1,0,1,3,83.54
kolhapur_nashik,Bhosari,4,2175,3,9,0,0,0,1,0,0,1,126.69
kolhapur_nashik,Sinhagad Road,2,1031,2,12,0,1,1,0,0,1,3,59.78
dehu_solapur,Loni Kalbhor,4,2198,3,2,1,0,0,0,1,0,2,108.66
dehu_solapur,Manjri,3,1407,2,12,1,0,1,0,1,1,4,88.25
dehu_solapur,Dehu Road,3,1470,2,19,0,0,0,0,0,1,1,91.3
dehu_solapur,Uruli Kanchan,4,1875,3,7,1,0,1,1,0,1,4,102.02
kolhapur_nashik,Khed Shivapur,2,902,2,22,1,1,0,0,1,1,4,56.97
dehu_solapur,Ravet,3,1414,2,18,0,1,1,1,1,0,4,105.19
kolhapur_nashik,Alandi,3,1525,2,3,1,1,0,1,0,1,4,111.85
kolhapur_nashik,Bhosari,1,596,1,5,1,1,1,1,1,1,6,45.09
kolhapur_nashik,Khed Shivapur,2,1008,2,3,0,1,0,1,0,0,2,59.29
dehu_solapur,Wakad,3,1860,3,21,1,0,1,0,1,0,3,219.67
dehu_solapur,Ravet,2,884,1,21,1,1,1,1,0,1,5,58.85
dehu_solapur,Wakad,3,1536,3,21,0,0,1,0,1,1,3,141.97
dehu_solapur,Uruli Kanchan,3,1409,2,5,1,0,1,0,0,0,2,65.63
kolhapur_nashik,Moshi,3,1471,2,2,1,1,0,1,1,1,5,71.07
dehu_solapur,Hadapsar,3,1100,2,19,1,0,1,1,1,1,5,94.94
dehu_solapur,Loni Kalbhor,4,2052,4,16,1,0,1,0,1,1,4,111.81
kolhapur_nashik,Hinjewadi,3,1622,2,20,1,1,1,0,1,0,4,133.94
dehu_solapur,Dehu Road,3,1460,3,4,0,0,1,1,1,0,3,91.85
kolhapur_nashik,Hinjewadi,2,791,1,20,0,1,0,1,0,1,3,77.86
dehu_solapur,Hadapsar,1,542,1,1,0,0,1,1,1,1,4,49.46
dehu_solapur,Uruli Kanchan,1,628,1,12,1,0,1,1,0,0,3,30.98
kolhapur_nashik,Khed Shivapur,3,1459,2,17,0,0,1,0,1,1,3,88.87
dehu_solapur,Manjri,2,947,2,9,1,1,1,1,1,1,6,63.9
dehu_solapur,Ravet,3,1211,2,8,0,0,0,0,1,0,1,61.77
dehu_solapur,Hadapsar,1,555,1,2,0,1,1,0,0,0,2,37.85
dehu_solapur,Loni Kalbhor,1,534,1,23,1,0,0,1,0,1,3,29.2
dehu_solapur,Ravet,2,918,2,12,1,0,1,1,0,0,3,64.31
kolhapur_nashik,Khed Shivapur,3,1232,2,16,0,1,1,1,1,1,5,90.55
dehu_solapur,Wakad,2,870,1,2,0,0,1,1,1,0,3,80.59
kolhapur_nashik,Chakan,2,955,1,9,1,0,0,0,1,1,3,45.66
dehu_solapur,Ravet,3,1344,2,10,0,0,0,1,1,1,3,93.03
kolhapur_nashik,Balewadi,2,821,1,26,0,0,1,1,1,0,3,100.46
kolhapur_nashik,Sinhagad Road,3,1165,2,14,1,0,1,0,0,0,2,91.18
dehu_solapur,Ravet,3,1583,3,6,1,1,1,1,1,0,5,89.76
kolhapur_nashik,Alandi,2,1119,1,22,0,0,0,0,1,0,1,55.36
kolhapur_nashik,Hinjewadi,2,1093,1,1,0,0,1,0,0,0,1,101.79
dehu_solapur,Wakad,1,645,1,14,0,1,0,1,1,1,4,55.14
dehu_solapur,Dehu Road,3,1534,2,5,1,1,0,1,1,1,5,76.49
kolhapur_nashik,Sinhagad Road,1,530,1,20,1,0,1,1,1,1,5,41.92
kolhapur_nashik,Khed Shivapur,1,591,1,2,0,1,0,0,0,0,1,34.12
dehu_solapur,Dehu Road,2,1126,1,14,0,0,0,0,1,0,1,62.81
dehu_solapur,Baner,2,961,2,17,1,1,0,0,0,1,3,85.55
dehu_solapur,Baner,1,493,1,10,1,1,1,1,1,0,5,56.07
dehu_solapur,Baner,2,717,1,20,0,0,1,1,0,0,2,68.88
dehu_solapur,Dehu Road,2,806,2,10,0,0,1,0,1,1,3,41.44
dehu_solapur,Loni Kalbhor,3,1155,2,20,0,1,1,1,1,0,4,72.62
dehu_solapur,Kiwale,2,1042,2,2,1,1,1,1,1,1,6,62.51
dehu_solapur,Ravet,1,492,1,7,1,0,1,0,0,1,3,35.56
kolhapur_nashik,Balewadi,4,1700,3,9,0,1,0,0,1,0,2,160.75
kolhapur_nashik,Hinjewadi,1,571,1,7,1,0,1,0,1,1,4,53.47
kolhapur_nashik,Khed Shivapur,4,1700,3,17,0,0,0,0,1,1,2,94.62
kolhapur_nashik,Hinjewadi,3,1249,2,19,1,1,1,0,1,0,4,132.43
dehu_solapur,Loni Kalbhor,3,1667,3,12,0,1,0,1,1,1,4,82.58
dehu_solapur,Wakad,3,1499,2,24,0,1,1,1,1,0,4,158.99
dehu_solapur,Hadapsar,3,1236,2,23,1,1,1,0,1,1,5,105.17
kolhapur_nashik,Chakan,2,1009,1,17,0,1,1,1,1,1,5,73.96
dehu_solapur,Uruli Kanchan,3,1310,3,3,0,0,0,0,1,1,2,64.01
kolhapur_nashik,Hinjewadi,3,1189,2,10,0,0,1,0,1,1,3,110.97
kolhapur_nashik,Khed Shivapur,1,487,1,20,1,0,0,0,1,0,2,29.85
kolhapur_nashik,Hinjewadi,3,1575,2,21,1,1,1,1,1,0,5,150.85
dehu_solapur,Ravet,4,2254,4,8,1,0,1,0,1,1,4,132.3
dehu_solapur,Loni Kalbhor,2,921,2,11,1,1,0,0,0,1,3,55.08
dehu_solapur,Kiwale,4,2299,4,0,1,1,0,1,1,1,5,160.35
dehu_solapur,Dehu Road,2,967,2,7,1,1,1,1,1,0,5,62.74
kolhapur_nashik,Sinhagad Road,3,1102,3,13,1,0,1,1,0,0,3,97.78
kolhapur_nashik,Alandi,2,758,2,11,1,0,0,0,1,0,2,44.41
kolhapur_nashik,Khed Shivapur,2,1038,2,0,0,0,0,1,0,1,2,51.42
kolhapur_nashik,Moshi,2,1020,2,15,0,0,1,1,1,1,4,76.02
kolhapur_nashik,Alandi,2,964,1,6,0,0,1,0,1,1,3,59.79
dehu_solapur,Kiwale,3,1336,2,19,0,0,1,1,1,0,3,86.9
dehu_solapur,Uruli Kanchan,3,1337,2,16,1,1,0,0,0,1,3,61.21
kolhapur_nashik,Bhosari,1,543,1,6,1,0,0,1,0,0,2,32.69
kolhapur_nashik,Alandi,2,1024,1,16,0,0,1,0,0,0,1,62.65
dehu_solapur,Manjri,2,857,1,6,1,0,0,0,0,1,2,53.97
dehu_solapur,Loni Kalbhor,1,611,1,13,0,1,1,0,0,1,3,38.35
kolhapur_nashik,Khed Shivapur,2,894,2,15,1,0,1,0,0,0,2,57.29
kolhapur_nashik,Alandi,1,464,1,14,1,0,1,0,1,0,3,25.41
dehu_solapur,Hadapsar,2,936,1,16,1,0,0,1,0,1,3,79.54
dehu_solapur,Loni Kalbhor,2,996,2,21,1,0,0,0,1,0,2,61.07
kolhapur_nashik,Alandi,2,824,1,11,1,0,1,1,1,1,5,50.87
kolhapur_nashik,Balewadi,3,1396,3,24,0,1,0,1,0,0,2,140.86
kolhapur_nashik,Bhosari,2,901,1,16,1,0,1,0,1,0,3,53.56
dehu_solapur,Manjri,4,1936,4,11,1,0,1,1,0,0,3,138.31
dehu_solapur,Kiwale,3,1108,2,13,1,1,1,0,0,0,3,62.23
dehu_solapur,Baner,1,652,1,17,1,1,1,1,1,1,6,55.89
kolhapur_nashik,Bhosari,2,945,1,2,0,1,1,0,0,1,3,73.89
dehu_solapur,Uruli Kanchan,3,1100,3,8,1,0,0,0,1,1,3,45.95
dehu_solapur,Dehu Road,2,946,1,17,0,1,1,0,1,1,4,51.56
dehu_solapur,Uruli Kanchan,1,395,1,4,1,0,0,1,0,0,2,18.84
dehu_solapur,Hadapsar,3,1172,2,7,1,1,1,0,0,1,4,98.96
dehu_solapur,Hadapsar,2,1025,2,13,1,0,1,1,0,0,3,90.58
kolhapur_nashik,Moshi,3,1316,2,8,1,1,0,0,0,1,3,74.99
dehu_solapur,Uruli Kanchan,1,604,1,7,0,0,1,0,1,0,2,31.57
dehu_solapur,Dehu Road,3,1701,2,22,1,1,1,1,0,0,4,103.99
dehu_solapur,Baner,2,897,1,5,0,1,0,0,0,1,2,79.5
dehu_solapur,Kiwale,3,1406,3,18,0,0,1,1,1,0,3,87.12
dehu_solapur,Baner,2,1138,2,11,0,0,1,0,0,1,2,99.42
kolhapur_nashik,Moshi,4,1925,4,4,1,0,0,1,0,1,3,97.64
dehu_solapur,Manjri,3,1357,2,23,0,1,0,0,0,0,1,95.7
dehu_solapur,Wakad,3,1516,2,4,0,1,0,0,0,0,1,123.55
kolhapur_nashik,Bhosari,3,1402,2,10,1,1,0,1,0,1,4,107.31
kolhapur_nashik,Khed Shivapur,3,1123,2,14,1,1,1,1,1,0,5,72.92
dehu_solapur,Baner,3,1100,3,4,0,1,1,1,0,1,4,89.67
dehu_solapur,Dehu Road,2,988,1,13,1,0,1,1,1,0,4,64.48
kolhapur_nashik,Sinhagad Road,4,2333,3,2,1,0,1,0,1,0,3,177.3
kolhapur_nashik,Balewadi,3,1343,2,18,0,1,1,1,0,1,4,139.58
kolhapur_nashik,Balewadi,2,848,1,11,0,1,0,0,1,1,3,81.28
kolhapur_nashik,Sinhagad Road,2,1050,2,16,1,1,1,1,0,0,4,114.08
dehu_solapur,Kiwale,4,2023,3,20,1,1,0,1,0,1,4,130.05
dehu_solapur,Loni Kalbhor,2,954,2,6,1,0,0,1,1,1,4,43.46
kolhapur_nashik,Bhosari,2,1047,2,3,1,1,0,1,0,1,4,61.18
dehu_solapur,Baner,3,1686,2,10,1,0,1,1,1,1,5,166.81
dehu_solapur,Wakad,1,639,1,21,1,0,0,1,1,1,4,72.05
kolhapur_nashik,Alandi,2,772,2,13,1,1,0,0,0,0,2,44.66
dehu_solapur,Uruli Kanchan,3,1416,2,1,1,1,1,1,0,0,4,69.8
kolhapur_nashik,Alandi,1,596,1,0,1,1,1,0,1,1,5,33.19
kolhapur_nashik,Balewadi,3,1463,3,20,1,1,0,1,1,1,5,151.85
kolhapur_nashik,Moshi,2,934,2,19,1,0,1,1,0,1,4,54.52
dehu_solapur,Manjri,2,997,1,23,0,1,0,0,1,1,3,66.75
dehu_solapur,Hadapsar,4,2241,3,12,1,1,0,0,0,0,2,172.46
kolhapur_nashik,Khed Shivapur,3,1680,3,20,1,0,0,1,1,1,4,97.54
kolhapur_nashik,Khed Shivapur,2,957,2,11,0,0,1,0,0,1,2,55.17
dehu_solapur,Baner,4,2664,3,6,1,1,1,1,0,1,5,234.79
dehu_solapur,Ravet,3,1370,2,17,1,1,0,1,0,1,4,107.59
kolhapur_nashik,Chakan,3,1193,3,9,0,0,1,1,1,0,3,69.53
kolhapur_nashik,Alandi,3,1409,2,19,0,1,1,0,1,1,4,84.88
dehu_solapur,Uruli Kanchan,3,1334,3,12,1,0,0,0,0,1,2,73.22
dehu_solapur,Wakad,2,1014,2,21,0,1,1,0,0,1,3,74.82
dehu_solapur,Uruli Kanchan,3,1216,3,8,0,0,1,1,1,1,4,63.18
kolhapur_nashik,Moshi,2,874,2,17,0,0,1,1,0,0,2,55.63
kolhapur_nashik,Alandi,2,878,2,5,0,1,1,1,1,0,4,52.35
kolhapur_nashik,Moshi,3,1346,2,13,0,1,1,1,1,1,5,69.14
dehu_solapur,Kiwale,3,1441,2,4,0,1,1,0,0,1,3,78.04
dehu_solapur,Manjri,3,1177,2,0,0,0,1,1,0,0,2,71.2
dehu_solapur,Hadapsar,2,1076,2,5,0,1,1,1,0,1,4,80.28
dehu_solapur,Dehu Road,3,1503,2,12,0,0,0,1,0,0,1,76.89
dehu_solapur,Ravet,2,828,2,8,0,0,1,1,0,0,2,61.8
dehu_solapur,Manjri,2,1262,2,3,1,1,1,1,1,0,5,67.23
kolhapur_nashik,Hinjewadi,2,862,2,10,1,0,1,0,0,1,3,86.28
dehu_solapur,Baner,3,1248,3,26,1,0,0,1,0,1,3,128.06
dehu_solapur,Loni Kalbhor,3,1100,3,1,0,0,0,0,1,0,1,58.49
kolhapur_nashik,Chakan,3,1378,2,12,0,1,0,1,0,0,2,67.4
dehu_solapur,Baner,3,1211,3,19,1,0,0,0,0,0,1,119.77
dehu_solapur,Uruli Kanchan,2,927,2,12,1,0,1,1,0,0,3,46.39
kolhapur_nashik,Bhosari,3,1314,2,8,1,0,1,1,1,1,5,92.45
dehu_solapur,Dehu Road,3,1378,2,2,0,0,1,1,0,0,2,71.62
dehu_solapur,Kiwale,3,1320,3,8,0,0,1,1,1,0,3,95.97
kolhapur_nashik,Moshi,3,1190,2,18,1,0,1,0,0,1,3,74.98
dehu_solapur,Wakad,2,872,1,23,0,0,1,1,1,0,3,66.66
dehu_solapur,Wakad,3,1554,3,9,0,1,0,1,1,1,4,119.05
kolhapur_nashik,Balewadi,2,855,1,7,0,1,1,1,1,1,5,90.62
kolhapur_nashik,Khed Shivapur,3,1455,3,2,0,1,1,0,0,0,2,76.17
dehu_solapur,Wakad,3,1809,2,13,1,1,1,1,0,0,4,142.59
dehu_solapur,Loni Kalbhor,2,700,1,21,1,0,0,1,0,0,2,38.79
kolhapur_nashik,Sinhagad Road,3,1803,2,1,1,1,1,1,1,0,5,152.49
kolhapur_nashik,Bhosari,2,945,1,15,1,1,0,0,1,0,3,63.19
dehu_solapur,Wakad,4,1860,4,14,1,1,0,1,1,1,5,177.12
kolhapur_nashik,Bhosari,1,687,1,14,1,1,1,0,1,1,5,51.68
kolhapur_nashik,Balewadi,2,1017,1,11,1,1,1,0,0,0,3,102.56
dehu_solapur,Manjri,2,1187,2,17,0,0,0,1,1,1,3,65.42
kolhapur_nashik,Moshi,2,940,2,5,1,0,1,0,0,1,3,37.9
dehu_solapur,Wakad,3,1550,2,15,0,1,1,0,1,0,3,132.36
kolhapur_nashik,Moshi,2,807,2,2,0,1,1,1,0,1,4,48.72
dehu_solapur,Ravet,4,2235,3,21,1,0,1,1,1,0,4,162.65
dehu_solapur,Ravet,2,816,1,17,0,0,0,0,1,0,1,53.37
dehu_solapur,Baner,3,1816,2,22,1,1,1,0,1,0,4,196.19
kolhapur_nashik,Chakan,3,1111,2,11,1,1,1,1,1,0,5,56.94
kolhapur_nashik,Bhosari,2,997,1,11,1,0,1,1,0,1,4,71.03
kolhapur_nashik,Sinhagad Road,3,1294,3,6,1,0,1,0,1,0,3,107.51
dehu_solapur,Manjri,3,1100,2,4,1,1,0,1,1,0,4,72.87
kolhapur_nashik,Balewadi,2,1118,2,8,0,1,0,0,0,1,2,117.69
kolhapur_nashik,Chakan,1,574,1,19,1,0,1,0,1,1,4,37.22
dehu_solapur,Loni Kalbhor,2,1076,1,16,1,1,1,0,0,1,4,61.05
kolhapur_nashik,Chakan,4,2107,3,17,0,0,1,1,0,1,3,113.2
kolhapur_nashik,Moshi,2,908,2,11,0,0,1,1,0,1,3,49.94
dehu_solapur,Wakad,3,1792,3,21,0,0,1,1,0,1,3,195.02
dehu_solapur,Wakad,3,1494,3,22,1,1,1,1,0,1,5,122.42
dehu_solapur,Uruli Kanchan,2,898,2,13,0,1,0,1,0,0,2,37.85
kolhapur_nashik,Balewadi,2,949,2,4,0,0,1,1,1,1,4,91.44
dehu_solapur,Loni Kalbhor,1,489,1,2,0,1,1,1,0,1,4,27.46
dehu_solapur,Ravet,2,947,2,15,1,1,0,0,0,0,2,71.92
dehu_solapur,Uruli Kanchan,2,1112,2,12,1,0,0,1,0,1,3,67.61
dehu_solapur,Hadapsar,3,1297,2,9,1,0,1,0,1,0,3,90.61
kolhapur_nashik,Khed Shivapur,3,1302,3,15,1,0,0,0,1,1,3,79.27
dehu_solapur,Wakad,3,1579,2,9,0,0,1,1,1,1,4,158.59
dehu_solapur,Hadapsar,3,1669,2,19,1,0,1,0,0,0,2,124.77
kolhapur_nashik,Sinhagad Road,1,618,1,0,1,1,1,0,0,0,3,51.95
kolhapur_nashik,Moshi,2,917,1,7,1,0,1,1,0,1,4,54.06
kolhapur_nashik,Chakan,1,503,1,0,1,0,1,1,1,0,4,26.64
dehu_solapur,Wakad,3,1440,2,0,1,0,1,0,1,0,3,124.01
dehu_solapur,Baner,2,1025,2,21,1,1,0,0,1,1,4,93.95
dehu_solapur,Manjri,2,963,1,4,1,1,1,0,1,1,5,75.38
dehu_solapur,Hadapsar,3,1423,3,17,0,1,0,1,1,0,3,134.5
kolhapur_nashik,Moshi,3,1185,2,11,1,1,0,0,1,1,4,66.97
dehu_solapur,Manjri,2,1025,1,21,1,1,0,0,0,0,2,71.57
dehu_solapur,Manjri,1,583,1,17,1,1,1,1,1,0,5,39.09
dehu_solapur,Ravet,1,660,1,4,0,0,0,1,1,0,2,51.22
kolhapur_nashik,Hinjewadi,3,1449,2,6,0,0,0,1,0,1,2,102.57
kolhapur_nashik,Hinjewadi,3,1476,3,24,0,1,1,1,1,1,5,156.31
dehu_solapur,Manjri,4,2233,3,6,0,0,1,0,0,1,2,151.39
dehu_solapur,Loni Kalbhor,3,1591,2,9,1,0,0,1,1,0,3,101.66
dehu_solapur,Loni Kalbhor,3,1535,3,7,0,1,1,0,0,1,3,69.16
kolhapur_nashik,Hinjewadi,1,541,1,12,1,1,0,1,1,1,5,56.65
dehu_solapur,Wakad,2,834,2,20,1,0,1,1,1,1,5,64.27
kolhapur_nashik,Balewadi,2,879,2,3,1,1,0,0,1,0,3,101.72
dehu_solapur,Wakad,3,1586,2,4,1,1,1,1,0,1,5,120.91
kolhapur_nashik,Hinjewadi,2,1078,1,3,1,0,1,0,0,1,3,84.97
kolhapur_nashik,Balewadi,3,1594,3,20,0,0,0,1,0,1,2,144.7
dehu_solapur,Dehu Road,3,1631,2,20,1,0,0,1,0,0,2,81.44
dehu_solapur,Loni Kalbhor,3,1590,2,6,1,0,0,1,1,0,3,100.14
dehu_solapur,Loni Kalbhor,2,958,1,10,1,1,0,0,1,1,4,45.35
dehu_solapur,Kiwale,1,558,1,20,1,0,1,1,0,1,4,46.38
dehu_solapur,Uruli Kanchan,1,680,1,5,0,1,0,0,1,1,3,41.73
kolhapur_nashik,Bhosari,2,1078,1,6,0,0,1,0,1,1,3,57.72
kolhapur_nashik,Hinjewadi,2,1114,1,20,1,1,1,1,1,0,5,116.18
dehu_solapur,Ravet,2,1094,1,20,0,0,0,1,1,0,2,76.01
dehu_solapur,Baner,2,1012,1,6,0,1,0,0,1,1,3,95.11
dehu_solapur,Loni Kalbhor,2,832,1,21,1,0,1,1,1,1,5,35.39
kolhapur_nashik,Sinhagad Road,2,850,1,14,0,1,0,0,0,1,2,70.19
dehu_solapur,Baner,2,1171,2,19,1,1,1,0,0,1,4,118.54
kolhapur_nashik,Sinhagad Road,3,1358,2,8,1,1,0,0,0,0,2,131.26
kolhapur_nashik,Balewadi,3,1477,2,13,0,0,1,1,0,1,3,150.65
kolhapur_nashik,Chakan,3,1430,3,7,1,1,0,1,1,0,4,66.34
kolhapur_nashik,Chakan,3,1472,2,17,1,1,0,0,0,1,3,82.08
dehu_solapur,Uruli Kanchan,2,1117,2,15,0,0,0,0,0,0,0,47.49
kolhapur_nashik,Hinjewadi,3,1324,2,8,0,1,0,0,1,0,2,142.07
dehu_solapur,Baner,3,1264,3,12,1,1,0,0,0,0,2,105.75
kolhapur_nashik,Khed Shivapur,3,1100,3,2,1,0,1,0,0,0,2,62.53
dehu_solapur,Wakad,3,1237,2,21,1,1,1,1,1,0,5,132.95
dehu_solapur,Loni Kalbhor,3,1260,3,17,1,1,1,1,1,0,5,60.75
kolhapur_nashik,Bhosari,1,507,1,16,0,1,0,1,0,0,2,35.69
dehu_solapur,Dehu Road,2,1056,2,14,1,0,0,1,0,0,2,67.36
kolhapur_nashik,Moshi,3,1465,2,21,1,1,0,0,1,1,4,87.82
kolhapur_nashik,Khed Shivapur,3,1428,2,7,0,0,1,0,1,0,2,72.07
dehu_solapur,Kiwale,1,404,1,0,0,1,0,0,0,0,1,24.98
kolhapur_nashik,Sinhagad Road,2,881,1,14,0,0,1,1,1,0,3,61.31
dehu_solapur,Hadapsar,2,812,1,8,0,1,1,0,1,1,4,78.75
kolhapur_nashik,Alandi,2,1113,2,10,0,0,0,1,0,0,1,60.61
kolhapur_nashik,Alandi,3,1342,2,16,1,0,0,1,0,0,2,82.67
kolhapur_nashik,Alandi,3,1527,2,18,1,1,0,0,1,0,3,91.78
kolhapur_nashik,Chakan,4,2230,3,19,1,0,1,0,1,1,4,150.94
kolhapur_nashik,Hinjewadi,3,1350,2,25,0,0,1,1,1,1,4,127.4
kolhapur_nashik,Alandi,3,1381,3,21,0,1,0,0,1,1,3,77.59
kolhapur_nashik,Sinhagad Road,2,728,2,19,1,0,1,1,1,1,5,59.31
dehu_solapur,Loni Kalbhor,1,605,1,18,0,1,0,1,0,1,3,36.12
kolhapur_nashik,Sinhagad Road,3,1349,2,24,1,0,1,0,0,0,2,111.58
dehu_solapur,Hadapsar,3,1343,3,17,1,1,0,0,0,1,3,128.73
dehu_solapur,Dehu Road,3,1421,2,13,0,0,0,1,1,0,2,69.46
kolhapur_nashik,Sinhagad Road,2,1039,1,12,0,0,0,1,0,1,2,104.77
kolhapur_nashik,Moshi,2,726,2,15,1,1,0,0,0,0,2,43.78
kolhapur_nashik,Sinhagad Road,3,1564,2,8,0,0,0,1,1,1,3,115.59
dehu_solapur,Uruli Kanchan,2,898,2,1,0,1,1,0,0,0,2,51.38
dehu_solapur,Loni Kalbhor,3,1385,2,7,1,1,0,1,1,1,5,66.88
dehu_solapur,Baner,3,1466,2,23,1,1,0,0,1,1,4,138.23
kolhapur_nashik,Bhosari,4,2264,4,17,0,1,1,0,0,1,3,157.6
kolhapur_nashik,Khed Shivapur,3,1360,2,15,0,0,1,0,0,1,2,81.28
kolhapur_nashik,Hinjewadi,2,704,2,22,1,0,1,1,1,0,4,67.35
dehu_solapur,Baner,2,933,2,15,0,1,0,0,1,0,2,79.89
dehu_solapur,Loni Kalbhor,1,506,1,0,0,1,0,0,0,1,2,28.92
dehu_solapur,Loni Kalbhor,2,849,1,10,1,1,1,0,0,0,3,46.96
kolhapur_nashik,Balewadi,2,897,2,18,1,0,0,1,0,0,2,99.34
dehu_solapur,Wakad,3,1539,2,22,1,0,1,0,1,0,3,109.83
kolhapur_nashik,Hinjewadi,3,1100,3,17,1,1,1,0,1,1,5,115.06
dehu_solapur,Hadapsar,2,1004,2,10,1,1,1,1,0,1,5,89.05
dehu_solapur,Baner,3,1364,2,9,1,1,1,0,0,0,3,151.87
kolhapur_nashik,Balewadi,3,1195,2,24,0,1,1,1,1,0,4,132.02
